word,count,num_authors,original_forms
saut,2,1,saut
sautant,3,1,sautant
sauter,4,1,sauter
sauteuse,1,1,sauteuse
sautez,1,1,sautez
sautiller,1,1,sautiller
sauvera,1,1,sauvera
sauverait,1,1,sauverait
savage,414,8,savage
savagely,37,6,savagely
savagery,20,5,savagery
savages,217,7,savages
savaii,2,1,savaii
savan,3,1,savan
savannah,5,1,savannah
savannahs,1,1,savannahs
savannas,5,3,savannas
savans,4,2,savans
savant,1,1,savant
savants,7,1,savants
savat,1,1,savat
save,795,8,save
saved,326,8,saved
saveda,2,1,saveda
savee,11,1,savee
saveloys,1,1,saveloys
savent,1,1,savent
saver,1,1,saver
savers,1,1,savers
saves,25,7,saves
savesoul,2,1,savesoul
saveth,1,1,saveth
savez,2,1,savez
saviian,1,1,saviian
savile,16,1,savile
saville,2,1,saville
saving,124,8,saving
savings,18,4,savings
savior,12,2,savior
saviour,107,6,saviour
saviours,2,2,saviours
savoir,1,1,savoir
savon,3,1,savon
savona,1,1,savona
savor,15,2,savor
savored,4,2,savored
savors,4,2,savors
savory,15,3,savory
savour,16,5,savour
savoured,3,2,savoured
savouring,5,1,savouring
savours,3,2,savours
savoury,9,3,savoury
savoy,2,2,savoy
savvy,2,2,savvy
sawbones,2,2,sawbones
sawdust,20,6,sawdust
sawe,2,1,sawe
sawed,25,5,sawed
sawest,1,1,sawest
sawing,8,5,sawing
sawlogs,1,1,sawlogs
sawmill,5,2,sawmill
sawmills,2,2,sawmills
sawn,6,2,sawn
sawney,1,1,sawney
sawr,1,1,sawr
saws,11,3,saws
sawt,1,1,sawt
sawyer,128,4,sawyer
sawyers,2,1,sawyers
saxe,2,2,saxe
saxifrage,1,1,saxifrage
saxon,45,8,saxon
saxons,6,4,saxons
saxony,1,1,saxony
saya,3,1,saya
sayde,1,1,sayde
saye,6,1,saye
sayers,4,2,sayers
sayes,1,1,sayes
sayest,19,3,sayest
sayeth,1,1,sayeth
sayin,10,2,sayin
saying,1100,8,saying
sayings,22,5,sayings
sayles,1,1,sayles
says,2165,8,says
sayst,1,1,sayst
scab,2,1,scab
scabbard,26,5,scabbard
scabbards,8,3,scabbards
scabby,3,3,scabby
scabrous,1,1,scabrous
scabs,1,1,scabs
scaevola,2,2,scaevola
scaffold,60,6,scaffold
scaffolds,2,2,scaffolds
scagliola,1,1,scagliola
scaife,1,1,scaife
scairt,2,1,scairt
scala,3,1,scala
scald,4,2,scald
scalded,9,3,scalded
scalding,20,5,scalding
scalds,2,2,scalds
scale,121,8,scale
scaled,7,4,scaled
scales,52,6,scales
scaling,7,3,scaling
scallop,2,2,scallop
scalloped,5,4,scalloped
scally,1,1,scally
scalp,25,4,scalp
scalped,13,3,scalped
scalpel,1,1,scalpel
scalpest,1,1,scalpest
scalping,5,2,scalping
scalps,3,2,scalps
scaly,17,6,scaly
scamander,1,1,scamander
scamp,15,5,scamp
scamper,15,3,scamper
scampered,15,4,scampered
scampers,3,3,scampers
scamping,1,1,scamping
scamps,5,2,scamps
scan,15,5,scan
scandal,93,7,scandal
scandals,9,3,scandals
scanned,38,6,scanned
scanning,28,6,scanning
scans,2,2,scans
scant,40,8,scant
scantiest,2,1,scantiest
scantily,18,5,scantily
scantling,1,1,scantling
scantly,2,2,scantly
scanty,65,6,scanty
scape,5,1,scape
scaped,1,1,scaped
scapegoat,4,3,scapegoat
scapular,2,1,scapular
scapulars,1,1,scapulars
scapulary,1,1,scapulary
scar,40,6,scar
scarab,1,1,scarab
scarce,107,8,scarce
scarcely,377,8,scarcely
scarcer,3,2,scarcer
scarcity,15,3,scarcity
scare,63,8,scare
scarecrow,45,3,scarecrow
scared,165,8,scared
scares,6,5,scares
scarf,26,7,scarf
scarfe,6,1,scarfe
scarfed,1,1,scarfed
scarfing,1,1,scarfing
scarfpin,1,1,scarfpin
scarfs,6,3,scarfs
scarftie,1,1,scarftie
scarified,4,3,scarified
scarify,1,1,scarify
scaring,11,6,scaring
scarlet,264,8,scarlet
scarli,1,1,scarli
scarmoges,2,1,scarmoges
scarp,1,1,scarp
scarped,1,1,scarped
scarred,41,7,scarred
scarry,1,1,scarry
scars,26,5,scars
scarum,7,4,scarum
scarves,8,2,scarves
scary,5,2,scary
scasely,2,1,scasely
scat,3,1,scat
scathe,1,1,scathe
scathed,1,1,scathed
scathing,11,3,scathing
scathless,2,1,scathless
scatter,44,7,scatter
scattered,290,8,scattered
scatters,11,4,scatters
scatty,1,1,scatty
scavenger,2,1,scavenger
scend,1,1,scend
scene,867,8,scene
scenery,184,8,scenery
scenes,257,8,scenes
scenic,7,4,scenic
scent,80,8,scent
scented,59,7,scented
scenting,5,2,scenting
scentless,6,3,scentless
scents,8,4,scents
scep,2,1,scep
scepter,35,3,scepter
sceptered,4,2,sceptered
scepters,16,3,scepters
sceptic,10,5,sceptic
sceptical,28,6,sceptical
sceptics,4,3,sceptics
sceptre,39,7,sceptre
sceptred,2,1,sceptred
sceptres,2,2,sceptres
schaack,1,1,schaack
schacabac,2,1,schacabac
schaefer,1,1,schaefer
schaick,4,1,schaick
schebulos,1,1,schebulos
schedule,12,4,schedule
scheduled,1,1,scheduled
scheme,245,8,scheme
schemed,4,3,schemed
schemer,8,2,schemer
schemers,2,2,schemers
schemes,64,6,schemes
scheming,4,3,scheming
schemings,1,1,schemings
schenck,2,1,schenck
scherzo,1,1,scherzo
schiavone,1,1,schiavone
schiffe,1,1,schiffe
schiller,2,2,schiller
schilling,1,1,schilling
schisms,1,1,schisms
schist,1,1,schist
schists,1,1,schists
schlemihl,2,1,schlemihl
schlepps,1,1,schlepps
schluss,1,1,schluss
schmidt,1,1,schmidt
schnorkel,2,1,schnorkel
scholar,89,7,scholar
scholarly,9,6,scholarly
scholars,52,6,scholars
schom,1,1,schom
schomberg,348,1,schomberg
school,678,8,school
schoolboy,31,6,schoolboy
schoolcap,1,1,schoolcap
schooled,9,5,schooled
schooling,14,4,schooling
schoolma,2,1,schoolma
schoolmen,1,1,schoolmen
schools,127,8,schools
schooner,117,6,schooner
schooners,17,3,schooners
schorach,1,1,schorach
schouten,4,1,schouten
schreiner,4,1,schreiner
schri,1,1,schri
schroeder,1,1,schroeder
schubert,2,2,schubert
schumann,1,1,schumann
schuyler,8,2,schuyler
schuyts,1,1,schuyts
schwarz,2,1,schwarz
schwein,1,1,schwein
schwob,1,1,schwob
schylos,3,1,schylos
schylus,1,1,schylus
sciarra,2,1,sciarra
sciatica,3,2,sciatica
sciatics,2,1,sciatics
scibbee,1,1,scibbee
science,312,8,science
sciences,18,6,sciences
scientist,12,5,scientist
scillas,1,1,scillas
scilly,2,2,scilly
scimetar,3,1,scimetar
scimetars,2,2,scimetars
scimitar,5,2,scimitar
scimitars,3,3,scimitars
scimiters,1,1,scimiters
sciolist,1,1,sciolist
sciolists,1,1,sciolists
scion,11,4,scion
scions,2,2,scions
scipio,16,3,scipio
scipios,1,1,scipios
scission,1,1,scission
scissor,3,1,scissor
scissors,24,7,scissors
scissory,1,1,scissory
scituate,1,1,scituate
scoff,16,3,scoff
scoffed,8,3,scoffed
scoffer,8,5,scoffer
scoffers,1,1,scoffers
scoffing,9,5,scoffing
scoffings,3,1,scoffings
scoffs,2,1,scoffs
scold,11,6,scold
scolded,13,5,scolded
scolding,22,6,scolding
scoldings,4,1,scoldings
scolds,1,1,scolds
scole,1,1,scole
scolloped,4,2,scolloped
sconce,1,1,sconce
sconces,4,3,sconces
scone,7,4,scone
scones,3,1,scones
scoop,10,3,scoop
scooped,34,6,scooped
scoopful,1,1,scoopful
scoopfuls,1,1,scoopfuls
scooping,5,3,scooping
scoose,2,1,scoose
scoot,2,2,scoot
scooted,1,1,scooted
scooting,1,1,scooting
scope,75,8,scope
scorbutic,4,2,scorbutic
scorch,13,5,scorch
scorched,49,7,scorched
scorcher,1,1,scorcher
scorches,3,2,scorches
scorching,32,6,scorching
score,155,8,score
scored,15,3,scored
scores,69,6,scores
scoresby,11,2,scoresby
scoria,3,1,scoria
scoring,5,2,scoring
scorn,247,8,scorn
scorned,35,5,scorned
scorner,2,1,scorner
scorners,1,1,scorners
scornest,1,1,scornest
scornful,85,7,scornful
scorning,15,2,scorning
scorns,8,3,scorns
scorpio,1,1,scorpio
scorpion,11,4,scorpion
scorpions,8,4,scorpions
scot,15,3,scot
scotch,79,7,scotch
scotches,1,1,scotches
scotchman,12,5,scotchman
scotchmen,2,2,scotchmen
scotia,5,3,scotia
scotland,29,6,scotland
scots,24,6,scots
scotsman,3,3,scotsman
scott,64,6,scott
scottish,20,6,scottish
scotty,19,1,scotty
scotus,3,1,scotus
scougin,1,1,scougin
scoundrel,78,7,scoundrel
scour,11,4,scour
scoure,1,1,scoure
scoured,13,4,scoured
scourge,58,6,scourge
scourged,23,5,scourged
scourger,1,1,scourger
scourges,3,2,scourges
scourgeth,1,1,scourgeth
scourging,16,4,scourging
scouring,10,6,scouring
scouse,2,1,scouse
scout,13,4,scout
scouted,8,4,scouted
scouting,8,4,scouting
scoutings,1,1,scoutings
scouts,13,3,scouts
scow,19,4,scow
scowl,56,6,scowl
scowled,15,5,scowled
scowling,18,5,scowling
scowls,8,5,scowls
scowmen,1,1,scowmen
scows,8,2,scows
scrabble,7,2,scrabble
scrabbled,2,1,scrabbled
scrag,1,1,scrag
scragg,1,1,scragg
scraggy,11,4,scraggy
scramble,39,8,scramble
scrambled,58,7,scrambled
scrambles,5,2,scrambles
scrap,36,7,scrap
scrapbook,2,1,scrapbook
scrape,48,6,scrape
scraped,47,6,scraped
scraper,2,2,scraper
scrapers,2,1,scrapers
scrapes,15,4,scrapes
scrapin,1,1,scrapin
scraping,61,6,scraping
scrapings,4,4,scrapings
scrappy,1,1,scrappy
scraps,31,6,scraps
scrapy,1,1,scrapy
scratch,62,6,scratch
scratched,59,8,scratched
scratcher,1,1,scratcher
scratches,15,5,scratches
scratchy,1,1,scratchy
scrawl,11,5,scrawl
scrawled,24,7,scrawled
scrawls,6,3,scrawls
scrawly,1,1,scrawly
scrawny,3,1,scrawny
screaking,1,1,screaking
scream,87,8,scream
screamed,109,8,screamed
screamer,1,1,screamer
screamin,2,1,screamin
screaming,96,7,screaming
screams,46,8,screams
screech,23,6,screech
screeched,4,2,screeched
screeches,3,1,screeches
screechin,2,2,screechin
screechy,2,1,screechy
screed,1,1,screed
screeds,2,2,screeds
screen,134,7,screen
screened,27,5,screened
screeners,1,1,screeners
screening,8,4,screening
screens,17,5,screens
screw,40,5,screw
screwed,37,5,screwed
screwing,13,4,screwing
screwings,1,1,screwings
screws,17,4,screws
scribble,6,3,scribble
scribbled,20,7,scribbled
scribbler,8,3,scribbler
scribe,48,5,scribe
scribes,5,4,scribes
scriggs,4,1,scriggs
scrimmage,13,4,scrimmage
scrimp,3,1,scrimp
scrimping,1,1,scrimping
scrimps,1,1,scrimps
scrip,6,4,scrip
script,9,2,script
scripture,40,5,scripture
scrivener,41,2,scrivener
scrofula,2,2,scrofula
scroll,44,8,scroll
scrolled,3,2,scrolled
scrolls,11,6,scrolls
scrouched,1,1,scrouched
scrouge,2,2,scrouge
scrouging,1,1,scrouging
scrub,31,5,scrub
scrubbed,18,6,scrubbed
scrubbing,19,5,scrubbing
scrubby,3,3,scrubby
scrubs,1,1,scrubs
scruff,7,2,scruff
scruffy,1,1,scruffy
scrum,1,1,scrum
scrunch,2,2,scrunch
scrunched,3,1,scrunched
scruple,19,6,scruple
scrupled,7,3,scrupled
scruples,54,7,scruples
scrupling,1,1,scrupling
scrutator,2,1,scrutator
scrutiny,39,6,scrutiny
scud,18,2,scud
scudded,5,2,scudded
scudding,14,5,scudding
scuffle,23,4,scuffle
scuffled,2,2,scuffled
scuffling,9,5,scuffling
scuffly,1,1,scuffly
scullery,5,2,scullery
scullion,5,2,scullion
scullions,2,2,scullions
sculls,3,2,sculls
sculp,1,1,sculp
sculped,1,1,sculped
sculpins,2,1,sculpins
sculptor,175,7,sculptor
sculptors,23,4,sculptors
sculpture,95,6,sculpture
scum,22,6,scum
scupper,7,2,scupper
scuppers,10,2,scuppers
scurf,1,1,scurf
scurried,4,2,scurried
scurries,1,1,scurries
scurry,3,3,scurry
scurrying,11,3,scurrying
scurvily,2,1,scurvily
scurvy,22,5,scurvy
scuse,2,2,scuse
scusi,1,1,scusi
scut,5,1,scut
scutari,3,2,scutari
scutcheon,2,2,scutcheon
scutter,1,1,scutter
scuttle,84,4,scuttle
scuttled,5,4,scuttled
scuttles,4,4,scuttles
scuttling,4,3,scuttling
scylla,6,1,scylla
scymitar,1,1,scymitar
scythe,12,4,scythe
scythed,3,2,scythed
scythes,8,2,scythes
scythian,2,1,scythian
sdegno,1,1,sdegno
seabeaten,1,1,seabeaten
seabird,1,1,seabird
seabirds,3,2,seabirds
seabloom,1,1,seabloom
seaboard,16,3,seaboard
seaborne,2,1,seaborne
seacannie,1,1,seacannie
seachange,1,1,seachange
seacoast,3,3,seacoast
seacold,1,1,seacold
seacook,2,2,seacook
seacows,1,1,seacows
seadeath,1,1,seadeath
seadog,1,1,seadog
seadogs,1,1,seadogs
seadusk,1,1,seadusk
seafarer,2,2,seafarer
seafarin,1,1,seafarin
seafaring,13,4,seafaring
seafed,1,1,seafed
seafire,1,1,seafire
seafloor,1,1,seafloor
seafull,1,1,seafull
seagems,1,1,seagems
seagoose,1,1,seagoose
seagreen,2,1,seagreen
seagrim,1,1,seagrim
seagull,1,1,seagull
seagulls,1,1,seagulls
seahorn,2,1,seahorn
seahorses,1,1,seahorses
seal,117,7,seal
sealed,88,7,sealed
sealer,14,1,sealer
sealevel,1,1,sealevel
sealine,1,1,sealine
sealing,22,7,sealing
seals,28,6,seals
sealskin,1,1,sealskin
sealskins,1,1,sealskins
seam,17,4,seam
seaman,288,6,seaman
seamed,12,3,seamed
seamen,317,5,seamen
seamew,1,1,seamew
seamless,5,4,seamless
seamorse,1,1,seamorse
seams,22,4,seams
seance,3,1,seance
seaport,23,7,seaport
seaports,6,3,seaports
seaquakes,1,1,seaquakes
sear,8,4,sear
search,303,8,search
searched,84,8,searched
searcher,5,3,searcher
searchers,12,4,searchers
searches,11,5,searches
searching,93,7,searching
seared,12,5,seared
seargeant,1,1,seargeant
searing,4,3,searing
searings,1,1,searings
searocks,1,1,searocks
sears,2,2,sears
seas,417,8,seas
seasand,1,1,seasand
seascape,1,1,seascape
seashells,1,1,seashells
seashore,16,5,seashore
seasick,15,3,seasick
seaside,23,6,seaside
seasnakes,1,1,seasnakes
season,283,8,season
seasonal,1,1,seasonal
seasoned,15,5,seasoned
seasoning,3,2,seasoning
seasons,75,7,seasons
seaspawn,1,1,seaspawn
seastones,1,1,seastones
seat,447,8,seat
seatangle,1,1,seatangle
seated,412,8,seated
seating,33,7,seating
seatmate,1,1,seatmate
seats,155,8,seats
seatsh,1,1,seatsh
seawall,1,1,seawall
seaward,38,8,seaward
seawater,1,1,seawater
seaway,1,1,seaway
seaweed,24,6,seaweed
seaweeds,2,2,seaweeds
seaweedy,1,1,seaweedy
seawind,3,1,seawind
seaworthy,3,2,seaworthy
seawrack,3,1,seawrack
sebald,1,1,sebald
sebastian,22,5,sebastian
sebond,1,1,sebond
seca,1,1,seca
secabest,1,1,secabest
secede,1,1,secede
seceded,1,1,seceded
secession,15,2,secession
sech,8,2,sech
secher,1,1,secher
seclude,2,2,seclude
secluded,58,6,secluded
secluding,2,2,secluding
seclusion,98,7,seclusion
seco,5,1,seco
secon,2,1,secon
second,1388,8,second
secondary,13,5,secondary
seconde,1,1,seconde
seconded,6,4,seconded
secondes,2,1,secondes
seconding,2,2,seconding
secondleg,1,1,secondleg
secondly,30,7,secondly
seconds,137,7,seconds
secou,1,1,secou
secrecies,7,1,secrecies
secrecy,77,7,secrecy
secret,1148,8,secret
secretary,227,7,secretary
secrete,3,2,secrete
secreted,17,4,secreted
secreting,1,1,secreting
secretion,2,2,secretion
secretive,14,3,secretive
secretly,106,7,secretly
secreto,2,1,secreto
secrets,221,7,secrets
sect,43,6,sect
sectarian,2,2,sectarian
section,112,8,section
sectional,5,3,sectional
sections,41,6,sections
sector,1,1,sector
sects,13,2,sects
secular,21,6,secular
secularly,1,1,secularly
seculi,1,1,seculi
secundo,1,1,secundo
secundum,2,1,secundum
secure,191,8,secure
secured,158,8,secured
securely,25,7,securely
secures,8,4,secures
securing,56,7,securing
security,121,7,security
secuto,1,1,secuto
sedan,12,4,sedan
sedans,2,2,sedans
sedate,21,5,sedate
sedately,9,4,sedately
sedative,5,1,sedative
seddon,1,1,seddon
sede,1,1,sede
sedentary,7,5,sedentary
sederling,1,1,sederling
sedge,4,4,sedge
sedges,1,1,sedges
sedgwick,1,1,sedgwick
sedgy,6,3,sedgy
sediment,15,4,sediment
sediments,1,1,sediments
sedition,5,2,sedition
seditious,10,3,seditious
seduce,9,4,seduce
seduced,14,4,seduced
seducer,4,2,seducer
seducing,5,2,seducing
seduction,10,2,seduction
seductive,26,5,seductive
sedulous,4,3,sedulous
seech,1,1,seech
seeck,1,1,seeck
seecker,2,1,seecker
seeckness,1,1,seeckness
seed,119,8,seed
seedbags,1,1,seedbags
seedcake,2,1,seedcake
seeded,4,1,seeded
seedfield,1,1,seedfield
seediness,1,1,seediness
seedling,2,2,seedling
seeds,57,7,seeds
seedsman,2,1,seedsman
seedsmen,1,1,seedsmen
seedy,26,5,seedy
seegars,3,1,seegars
seegwun,3,1,seegwun
seehears,1,1,seehears
seein,2,2,seein
seeing,615,8,seeing
seeings,1,1,seeings
seek,385,8,seek
seeker,28,5,seeker
seekers,22,5,seekers
seekes,1,1,seekes
seekest,4,2,seekest
seekin,1,1,seekin
seeking,247,8,seeking
seekings,2,2,seekings
seeks,75,6,seeks
seem,1362,8,seem
seemed,5134,8,seemed
seemest,1,1,seemest
seemeth,7,2,seemeth
seeming,117,8,seeming
seemingly,108,7,seemingly
seemly,10,4,seemly
seems,1311,8,seems
seen,2998,8,seen
seene,1,1,seene
seepage,2,2,seepage
seeped,2,1,seeped
seer,25,7,seer
seeress,1,1,seeress
seers,9,4,seers
sees,249,8,sees
seesaw,1,1,seesaw
seesoo,1,1,seesoo
seest,8,4,seest
seeth,4,2,seeth
seethe,7,2,seethe
seethed,9,4,seethed
seethes,1,1,seethes
seething,45,7,seething
seethings,2,1,seethings
seeva,1,1,seeva
seez,5,1,seez
seff,1,1,seff
segiel,1,1,segiel
segment,9,3,segment
segments,1,1,segments
segregate,1,1,segregate
seguid,1,1,seguid
segundo,1,1,segundo
seige,1,1,seige
seigneur,5,3,seigneur
seignior,4,1,seignior
seigniors,13,1,seigniors
seigniory,3,1,seigniory
seignors,1,1,seignors
seignory,1,1,seignory
sein,1,1,sein
seine,14,5,seine
seines,2,1,seines
seismic,4,2,seismic
seith,1,1,seith
seize,113,8,seize
seized,366,8,seized
seizes,28,6,seizes
seizeth,1,1,seizeth
seizing,86,8,seizing
seizings,4,1,seizings
seizure,16,5,seizure
seizures,1,1,seizures
sejest,1,1,sejest
sejested,1,1,sejested
sejunct,1,1,sejunct
sekki,3,1,sekki
selangore,1,1,selangore
selby,88,2,selby
seldom,466,8,seldom
seldomest,1,1,seldomest
select,79,8,select
selected,106,8,selected
selectest,4,2,selectest
selecting,36,7,selecting
selection,53,7,selection
selectman,7,2,selectman
selectmen,11,2,selectmen
selector,1,1,selector
selects,8,4,selects
selempore,2,1,selempore
selene,2,1,selene
selenite,1,1,selenite
self,986,8,self
selfabuse,1,1,selfabuse
selfe,2,2,selfe
selfhelp,1,1,selfhelp
selfish,105,7,selfish
selfishly,3,2,selfishly
selfsame,22,5,selfsame
selim,5,2,selim
selims,1,1,selims
selina,1,1,selina
selkirk,5,4,selkirk
sell,235,8,sell
seller,13,5,seller
sellers,212,5,sellers
sellerses,2,1,sellerses
sellin,2,2,sellin
selling,68,8,selling
sells,14,5,sells
selma,2,2,selma
seltzer,7,1,seltzer
selvagee,23,1,selvagee
selvagees,1,1,selvagees
selvages,1,1,selvages
selvedge,1,1,selvedge
selves,17,8,selves
selwyn,2,1,selwyn
semblait,1,1,semblait
semblance,77,7,semblance
semele,3,2,semele
semen,3,1,semen
semenario,1,1,semenario
semeth,1,1,semeth
semi,81,7,semi
semicolon,1,1,semicolon
semigrand,1,1,semigrand
seminal,2,2,seminal
seminary,22,3,seminary
seminis,1,1,seminis
seminole,5,1,seminole
seminoles,2,1,seminoles
semiramis,5,3,semiramis
semite,4,3,semite
semitic,2,2,semitic
semiviri,1,1,semiviri
semper,1,1,semper
senan,1,1,senan
senate,84,6,senate
senator,251,4,senator
senators,27,4,senators
sence,7,2,sence
senct,3,1,senct
send,497,8,send
senders,1,1,senders
sendeth,1,1,sendeth
sending,149,8,sending
sendoff,1,1,sendoff
sends,95,8,sends
seneca,7,1,seneca
senegal,7,1,senegal
seneschal,9,2,seneschal
seneskal,2,1,seneskal
senet,2,1,senet
senhor,2,2,senhor
senile,10,3,senile
senility,2,2,senility
senior,65,6,senior
seniority,2,2,seniority
seniors,5,3,seniors
senis,1,1,senis
senlac,1,1,senlac
senna,4,1,senna
sennet,1,1,sennet
senor,201,4,senor
senora,44,2,senora
senoras,2,1,senoras
senores,33,1,senores
senorita,9,2,senorita
senoritas,3,1,senoritas
sens,2,1,sens
sensation,228,8,sensation
sense,1238,8,sense
sensed,3,1,sensed
senseless,38,6,senseless
senses,181,8,senses
sensible,257,8,sensible
sensibly,24,6,sensibly
sensitive,136,8,sensitive
sensorium,1,1,sensorium
sensory,2,1,sensory
sensual,29,4,sensual
sensuous,29,5,sensuous
sent,1045,8,sent
sentait,1,1,sentait
sente,1,1,sente
sentence,236,8,sentence
sentenced,40,7,sentenced
sentences,104,7,sentences
sentient,7,3,sentient
sentimen,1,1,sentimen
sentiment,275,8,sentiment
sentinel,57,8,sentinel
sentinels,15,5,sentinels
sentried,2,2,sentried
sentries,31,4,sentries
sentry,75,5,sentry
sentrybox,5,1,sentrybox
sepa,1,1,sepa
separable,3,3,separable
separate,219,8,separate
separated,127,7,separated
separates,9,5,separates
separatio,1,1,separatio
separator,3,3,separator
sephiroth,1,1,sephiroth
sephora,11,1,sephora
sepoy,6,1,sepoy
sepoys,8,2,sepoys
seppi,40,1,seppi
sepsis,1,1,sepsis
sept,9,3,sept
september,99,8,september
septic,1,1,septic
septimius,1,1,septimius
septimus,3,1,septimus
sepul,1,1,sepul
sepulcher,7,2,sepulcher
sepulchre,72,6,sepulchre
sepulture,8,3,sepulture
sequel,46,4,sequel
sequels,1,1,sequels
sequence,13,5,sequence
sequences,2,2,sequences
sequent,1,1,sequent
sequins,1,1,sequins
sera,2,1,sera
seraglio,5,1,seraglio
seraglios,4,1,seraglios
serai,2,1,serai
serait,3,2,serait
serang,7,1,serang
serape,3,2,serape
seraph,9,3,seraph
seraphic,7,4,seraphic
seraphim,10,2,seraphim
seraphs,3,1,seraphs
serapion,1,1,serapion
serapis,1,1,serapis
seraun,2,1,seraun
serbs,1,1,serbs
sere,4,3,sere
serenade,5,2,serenade
serenades,1,1,serenades
serene,146,8,serene
serenely,53,4,serenely
serenest,3,2,serenest
serenia,15,1,serenia
serenity,83,5,serenity
sereno,3,2,sereno
serenos,8,1,serenos
sereny,3,1,sereny
serf,10,5,serf
serfdom,2,2,serfdom
serfs,19,4,serfs
serge,13,4,serge
sergeant,73,7,sergeant
sergeants,9,4,sergeants
serial,5,4,serial
serialize,1,1,serialize
serially,1,1,serially
series,174,8,series
serieses,1,1,serieses
serin,2,1,serin
serio,2,2,serio
serious,452,8,serious
seriously,193,8,seriously
serius,1,1,serius
serjeant,2,2,serjeant
sermon,120,8,sermon
sermonize,1,1,sermonize
sermons,41,5,sermons
serpent,104,7,serpent
serpented,1,1,serpented
serpents,29,7,serpents
serr,1,1,serr
serrated,8,3,serrated
serried,14,4,serried
serum,3,1,serum
seruyse,1,1,seruyse
servant,417,8,servant
servants,301,8,servants
servasius,1,1,servasius
serve,219,8,serve
served,340,8,served
serveece,1,1,serveece
server,6,1,server
servers,1,1,servers
serves,36,7,serves
servest,1,1,servest
servetus,1,1,servetus
servi,1,1,servi
serviam,2,1,serviam
service,525,8,service
services,125,8,services
serviette,1,1,serviette
servile,16,5,servile
servility,11,5,servility
serving,79,8,serving
servitor,21,3,servitor
servitors,12,2,servitors
servitude,23,6,servitude
servo,1,1,servo
servt,1,1,servt
sesame,3,2,sesame
sesostris,1,1,sesostris
sespoir,3,1,sespoir
session,40,7,session
sessions,4,4,sessions
setdown,1,1,setdown
setebos,1,1,setebos
seth,12,3,seth
sets,108,8,sets
sett,1,1,sett
settedst,1,1,settedst
settee,14,3,settee
settees,10,2,settees
setter,8,2,setter
setters,3,1,setters
settin,2,2,settin
setting,298,8,setting
settings,2,1,settings
settle,169,8,settle
settled,348,8,settled
settler,14,3,settler
settlers,47,5,settlers
settles,40,7,settles
settlest,1,1,settlest
settling,73,8,settling
settlings,2,2,settlings
setts,1,1,setts
setup,1,1,setup
seul,2,2,seul
seulement,1,1,seulement
seutonius,1,1,seutonius
seven,843,8,seven
sevens,4,3,sevens
seventeen,104,8,seventeen
seventh,81,8,seventh
seventhly,1,1,seventhly
sevenths,2,2,sevenths
seventies,5,2,seventies
seventy,216,8,seventy
sever,7,5,sever
several,1406,8,several
severally,3,3,severally
severe,221,8,severe
severed,29,6,severed
severely,90,8,severely
severer,8,4,severer
severest,10,2,severest
severeth,1,1,severeth
severing,2,1,severing
severity,80,6,severity
severn,2,1,severn
severs,2,2,severs
severus,1,1,severus
seville,4,2,seville
sevogorob,1,1,sevogorob
sevot,1,1,sevot
sevres,3,3,sevres
sevrin,20,1,sevrin
sewage,8,2,sewage
seward,3,2,seward
sewed,25,6,sewed
sewell,1,1,sewell
sewer,13,4,sewer
sewerage,2,2,sewerage
sewers,5,3,sewers
sewing,60,7,sewing
sewn,11,3,sewn
sewriroad,1,1,sewriroad
sews,2,1,sews
sexes,53,6,sexes
sexless,1,1,sexless
sexology,1,1,sexology
sextant,11,4,sextant
sextants,1,1,sextants
sexton,37,5,sexton
sextons,3,2,sextons
sextuple,2,2,sextuple
sexual,10,4,sexual
sexus,1,1,sexus
seychelle,1,1,seychelle
seymour,14,2,seymour
sgenl,1,1,sgenl
sguardo,1,1,sguardo
shabbier,5,3,shabbier
shabbiest,3,2,shabbiest
shabbily,13,4,shabbily
shabby,166,8,shabby
shabill,2,1,shabill
shackle,2,2,shackle
shackleby,1,1,shackleby
shackled,8,4,shackled
shackles,6,4,shackles
shackly,5,1,shackly
shad,4,2,shad
shaddad,1,1,shaddad
shadder,1,1,shadder
shade,469,8,shade
shaded,99,7,shaded
shadeless,1,1,shadeless
shades,126,8,shades
shadier,1,1,shadier
shadiest,3,2,shadiest
shadiness,1,1,shadiness
shading,24,5,shading
shadings,6,3,shadings
shadow,801,8,shadow
shadowed,46,7,shadowed
shadowily,1,1,shadowily
shadowing,9,5,shadowing
shadowly,1,1,shadowly
shadows,487,8,shadows
shadowy,214,8,shadowy
shadrach,3,1,shadrach
shadwell,1,1,shadwell
shady,88,8,shady
shaft,123,8,shaft
shafton,1,1,shafton
shafts,44,7,shafts
shag,1,1,shag
shagart,1,1,shagart
shaggai,2,1,shaggai
shagged,3,2,shagged
shaggy,75,7,shaggy
shah,7,5,shah
shake,304,8,shake
shakebags,1,1,shakebags
shaked,1,1,shaked
shakedown,1,1,shakedown
shaken,112,8,shaken
shaker,17,3,shaker
shakers,5,2,shakers
shakes,61,6,shakes
shakily,12,2,shakily
shakiness,2,2,shakiness
shaking,268,8,shaking
shakings,7,2,shakings
shako,1,1,shako
shakspere,2,1,shakspere
shakti,2,1,shakti
shaky,27,5,shaky
shal,11,1,shal
shalal,1,1,shalal
shall,3422,8,shall
shalle,1,1,shalle
shallied,1,1,shallied
shallop,15,2,shallop
shallops,6,1,shallops
shallow,184,8,shallow
shallower,3,2,shallower
