word,count,num_authors,original_forms
aaaa,2,1,aaaa
aaaah,2,1,aaaah
aaron,7,4,aaron
aback,32,6,aback
abaddon,1,1,abaddon
abaft,11,4,abaft
abana,8,3,abana
abandon,58,7,abandon
abandoned,221,8,abandoned
abandons,3,3,abandons
abaout,18,1,abaout
abase,7,3,abase
abased,21,4,abased
abasement,16,5,abasement
abases,1,1,abases
abash,1,1,abash
abashed,32,4,abashed
abashment,1,1,abashment
abasing,5,3,abasing
abate,27,5,abate
abated,38,4,abated
abatement,12,5,abatement
abates,1,1,abates
abating,8,2,abating
abattoir,1,1,abattoir
abba,2,2,abba
abbas,2,1,abbas
abbaye,1,1,abbaye
abbazia,1,1,abbazia
abbe,2,1,abbe
abbess,4,3,abbess
abbey,67,6,abbey
abbeys,5,2,abbeys
abbot,34,3,abbot
abbots,4,2,abbots
abbott,2,2,abbott
abbrazza,2,1,abbrazza
abcd,2,1,abcd
abdera,2,1,abdera
abdicate,6,2,abdicate
abdicated,2,2,abdicated
abdomen,18,5,abdomen
abdominal,5,2,abdominal
abdool,1,1,abdool
abdul,12,2,abdul
abdulla,163,1,abdulla
abeakuta,2,1,abeakuta
abeakutic,1,1,abeakutic
abeam,4,2,abeam
abed,18,3,abed
abednego,1,1,abednego
abel,6,3,abel
abelard,24,3,abelard
abenteuer,1,1,abenteuer
aberdeen,1,1,aberdeen
aberrant,1,1,aberrant
abet,1,1,abet
abetted,5,4,abetted
abetting,2,2,abetting
abettor,2,2,abettor
abettors,1,1,abettors
abeyance,8,4,abeyance
abhor,13,6,abhor
abhorre,1,1,abhorre
abhorred,29,6,abhorred
abhorrent,19,3,abhorrent
abhorring,2,2,abhorring
abhors,4,3,abhors
abide,85,7,abide
abided,1,1,abided
abides,4,3,abides
abidest,1,1,abidest
abideth,5,3,abideth
abiding,32,7,abiding
abigail,4,2,abigail
abijah,1,1,abijah
abilities,39,5,abilities
ability,85,7,ability
abinger,1,1,abinger
abington,3,1,abington
abject,34,6,abject
abjection,1,1,abjection
abjectly,4,3,abjectly
abjectus,1,1,abjectus
abjure,1,1,abjure
abjured,2,2,abjured
ablation,1,1,ablation
ablative,1,1,ablative
ablaze,12,6,ablaze
able,792,8,able
ableeding,1,1,ableeding
abler,2,1,abler
ablest,10,2,ablest
abloom,1,1,abloom
abluted,1,1,abluted
ablution,6,3,ablution
ablutions,10,3,ablutions
ably,4,2,ably
abner,9,1,abner
abnormal,42,8,abnormal
abnormals,1,1,abnormals
aboard,275,8,aboard
abode,139,7,abode
abodes,19,5,abodes
abolish,8,2,abolish
abolished,19,4,abolished
abolition,12,4,abolition
abominate,5,2,abominate
aborbed,1,1,aborbed
abord,1,1,abord
aborde,1,1,aborde
aboro,1,1,aboro
abort,1,1,abort
abortion,4,3,abortion
abortions,5,3,abortions
abortive,26,3,abortive
abos,1,1,abos
abound,26,6,abound
abounded,15,3,abounded
aboundest,1,1,aboundest
abounding,39,3,abounding
abounds,9,3,abounds
about,10735,8,about
aboute,2,1,aboute
abouts,2,2,abouts
above,1974,8,above
abox,1,1,abox
abraded,2,2,abraded
abraham,42,5,abraham
abrahamic,2,1,abrahamic
abram,3,2,abram
abrasions,2,1,abrasions
abrazza,78,1,abrazza
abreas,1,1,abreas
abreast,85,4,abreast
abridge,6,2,abridge
abridged,6,3,abridged
abridges,1,1,abridges
abridging,1,1,abridging
abrines,1,1,abrines
abroad,354,8,abroad
abrogated,1,1,abrogated
abrupolis,1,1,abrupolis
abrupt,76,6,abrupt
abruptest,1,1,abruptest
abruptly,151,8,abruptly
abruzzi,1,1,abruzzi
absalom,1,1,absalom
abscond,2,1,abscond
absconded,6,4,absconded
absence,242,8,absence
absences,8,4,absences
absent,151,8,absent
absented,8,4,absented
absentee,3,3,absentee
absentees,1,1,absentees
absenting,2,1,absenting
absently,35,5,absently
absents,1,1,absents
absinthe,3,1,absinthe
absit,1,1,absit
abso,1,1,abso
absolute,240,8,absolute
absolve,6,3,absolve
absolved,7,3,absolved
absolves,1,1,absolves
absolving,3,1,absolving
absorb,27,8,absorb
absorbed,153,8,absorbed
absorber,1,1,absorber
absorbest,1,1,absorbest
absorbing,52,8,absorbing
absorbs,6,3,absorbs
abstain,11,4,abstain
abstained,8,2,abstained
abstainer,1,1,abstainer
abstains,1,1,abstains
abstinent,1,1,abstinent
abstract,91,6,abstract
abstruse,18,5,abstruse
absurd,284,8,absurd
absurdest,3,3,absurdest
absurdity,69,8,absurdity
absurdly,32,5,absurdly
absurdum,7,3,absurdum
abulafia,1,1,abulafia
abundance,110,7,abundance
abundant,66,7,abundant
abune,2,1,abune
abuse,68,6,abuse
abused,56,6,abused
abuser,1,1,abuser
abuses,20,6,abuses
abusing,11,2,abusing
abusive,12,4,abusive
abusively,1,1,abusively
abutment,1,1,abutment
abutted,1,1,abutted
abutting,4,3,abutting
abuttings,1,1,abuttings
abysm,1,1,abysm
abysmal,12,3,abysmal
abysmally,1,1,abysmally
abysms,2,1,abysms
abyss,106,8,abyss
abysses,15,4,abysses
abyssinia,1,1,abyssinia
abyssmal,1,1,abyssmal
abyssward,1,1,abyssward
acabo,2,1,acabo
acacias,1,1,acacias
academe,5,2,academe
academic,10,5,academic
academics,2,1,academics
academies,2,2,academies
academy,46,8,academy
acanthus,3,2,acanthus
acapulco,9,2,acapulco
acardiac,1,1,acardiac
acarty,1,1,acarty
accaount,1,1,accaount
accede,3,2,accede
acceded,13,3,acceded
accent,98,7,accent
accented,8,3,accented
accenting,3,1,accenting
accents,85,7,accents
accentual,1,1,accentual
accep,1,1,accep
accept,158,8,accept
accepted,173,8,accepted
accepting,33,7,accepting
acceptor,1,1,acceptor
accepts,13,7,accepts
access,74,7,access
accessary,1,1,accessary
accesses,4,1,accesses
accession,13,4,accession
accessory,8,3,accessory
accidence,1,1,accidence
accidens,1,1,accidens
accident,259,8,accident
accidents,61,8,accidents
accidia,1,1,accidia
accipe,1,1,accipe
acclaim,2,1,acclaim
acclaimed,1,1,acclaimed
acclimate,1,1,acclimate
acclivity,11,2,acclivity
accolade,2,1,accolade
accompany,54,7,accompany
accompt,1,1,accompt
accord,75,7,accord
accordant,4,1,accordant
accorded,36,6,accorded
according,539,8,according
accordion,4,3,accordion
accords,7,3,accords
accost,17,5,accost
accosted,69,5,accosted
accosting,17,5,accosting
accosts,3,3,accosts
account,912,8,account
accounted,90,6,accounted
accounts,161,8,accounts
accoutred,2,2,accoutred
accretion,1,1,accretion
accro,1,1,accro
accrue,3,2,accrue
accrued,4,2,accrued
accruing,5,3,accruing
acct,2,1,acct
accts,1,1,accts
accuracy,70,8,accuracy
accurate,74,7,accurate
accurs,1,1,accurs
accursed,117,6,accursed
accursing,1,1,accursing
accurst,2,2,accurst
accuse,12,6,accuse
accused,66,6,accused
accuser,9,3,accuser
accuses,1,1,accuses
accusing,16,4,accusing
accustom,3,2,accustom
accustoms,1,1,accustoms
acephali,1,1,acephali
acerbity,2,2,acerbity
aces,2,1,aces
acetic,1,1,acetic
acetous,1,1,acetous
acetylene,1,1,acetylene
achates,4,2,achates
ache,45,7,ache
ached,14,4,ached
acheen,2,1,acheen
acheron,3,2,acheron
aches,10,3,aches
achev,1,1,achev
achieve,60,7,achieve
achieved,86,7,achieved
achieves,4,2,achieves
achieving,13,6,achieving
achille,2,2,achille
achilles,22,6,achilles
achin,1,1,achin
aching,21,5,aching
acian,1,1,acian
acians,1,1,acians
acid,35,7,acid
acidity,1,1,acidity
acids,10,3,acids
acidulous,1,1,acidulous
acis,1,1,acis
acky,1,1,acky
acme,7,3,acme
acolyte,2,2,acolyte
acolytes,3,1,acolytes
acoming,1,1,acoming
aconite,7,2,aconite
aconitine,4,1,aconitine
acorn,3,2,acorn
acorns,8,3,acorns
acoustic,3,2,acoustic
acoustics,2,1,acoustics
acquaint,4,4,acquaint
acquiesce,13,4,acquiesce
acquire,55,6,acquire
acquired,139,8,acquired
acquires,6,4,acquires
acquiring,30,6,acquiring
acquit,11,3,acquit
acquits,1,1,acquits
acquittal,9,5,acquittal
acquitted,22,3,acquitted
acracking,1,1,acracking
acre,62,6,acre
acreage,2,1,acreage
acres,112,7,acres
acrid,29,6,acrid
acridity,2,1,acridity
acridness,1,1,acridness
acrimony,3,3,acrimony
acrobat,5,2,acrobat
acrobatic,7,2,acrobatic
acrobats,5,3,acrobats
acropolis,12,2,acropolis
across,1412,8,across
acrost,9,2,acrost
acrostic,4,3,acrostic
acrostics,2,2,acrostics
actable,2,1,actable
actaeon,2,2,actaeon
acte,2,2,acte
acted,137,8,acted
actest,1,1,actest
actin,1,1,actin
acting,135,8,acting
action,438,8,action
actione,1,1,actione
actions,99,8,actions
actium,6,3,actium
activated,1,1,activated
active,179,8,active
actively,19,6,actively
activity,143,7,activity
actor,84,7,actor
actors,54,7,actors
actress,26,5,actress
actresses,5,3,actresses
acts,135,8,acts
actu,1,1,actu
actual,305,8,actual
actualise,1,1,actualise
actuality,14,5,actuality
actualize,1,1,actualize
actually,374,8,actually
actuary,2,2,actuary
actuate,1,1,actuate
actuated,19,5,actuated
actuates,2,2,actuates
actuating,2,1,actuating
actuly,4,1,actuly
acumen,2,2,acumen
acushla,2,1,acushla
acushnet,4,1,acushnet
acute,73,7,acute
acutely,19,5,acutely
acuteness,21,6,acuteness
acutest,8,3,acutest
adage,9,5,adage
adam,189,7,adam
adamant,13,5,adamant
adami,1,1,adami
adamite,3,1,adamite
adamo,2,2,adamo
adams,25,5,adams
adapt,8,4,adapt
adaptable,3,3,adaptable
adapted,106,8,adapted
adapting,9,5,adapting
adaptive,3,1,adaptive
adare,1,1,adare
adda,1,1,adda
added,1001,8,added
addenda,2,1,addenda
adder,15,5,adder
addered,1,1,addered
adderly,1,1,adderly
adders,8,3,adders
addicted,10,4,addicted
adding,102,8,adding
addington,1,1,addington
addio,3,1,addio
addios,1,1,addios
addish,1,1,addish
addison,5,4,addison
addition,105,7,addition
additions,20,5,additions
addle,2,2,addle
addled,7,4,addled
addlepate,3,1,addlepate
addling,1,1,addling
address,215,8,address
addressed,263,8,addressed
addressee,2,1,addressee
addresser,2,1,addresser
addresses,25,6,addresses
adds,38,8,adds
adduce,4,1,adduce
adduced,6,3,adduced
adduces,1,1,adduces
adeea,1,1,adeea
adelaide,28,5,adelaide
adele,10,1,adele
adeline,1,1,adeline
adelite,1,1,adelite
adelphi,5,3,adelphi
aden,2,1,aden
adenoids,1,1,adenoids
adept,11,5,adept
adepts,9,5,adepts
adequacy,2,2,adequacy
adequate,58,6,adequate
ades,1,1,ades
adhere,11,4,adhere
adhered,20,5,adhered
adherence,6,4,adherence
adherent,4,2,adherent
adherents,11,5,adherents
adheres,3,1,adheres
adhering,14,4,adhering
adhesion,3,2,adhesion
adhesive,6,4,adhesive
adhuc,1,1,adhuc
adiaphane,3,1,adiaphane
adieu,68,7,adieu
adieus,6,2,adieus
adieux,6,4,adieux
adios,6,3,adios
adipose,2,1,adipose
adiposity,3,1,adiposity
adjacent,45,6,adjacent
adjective,5,2,adjective
adjoin,1,1,adjoin
adjoined,2,2,adjoined
adjoining,84,6,adjoining
adjoins,2,1,adjoins
adjourn,15,5,adjourn
adjourned,15,3,adjourned
adjourns,1,1,adjourns
adjudge,4,1,adjudge
adjudged,9,3,adjudged
adjunct,33,4,adjunct
adjuncts,10,4,adjuncts
adjure,1,1,adjure
adjured,4,3,adjured
adjust,11,5,adjust
adjusted,33,6,adjusted
adjusting,30,5,adjusting
adjusts,3,3,adjusts
adjutant,10,2,adjutant
adler,15,1,adler
admetus,1,1,admetus
admirable,172,8,admirable
admirably,55,8,admirably
admiral,146,7,admiral
admirals,36,5,admirals
admiralty,21,5,admiralty
admire,129,8,admire
admired,135,8,admired
admirer,24,6,admirer
admirers,29,6,admirers
admires,10,5,admires
admiring,89,7,admiring
admission,57,7,admission
admit,264,8,admit
admits,23,7,admits
admitted,200,8,admitted
admitting,42,7,admitting
admixture,5,5,admixture
admonish,4,2,admonish
adobe,1,1,adobe
adobes,1,1,adobes
adobies,1,1,adobies
adolf,29,2,adolf
adolph,1,1,adolph
adolphe,2,2,adolphe
adolphus,4,3,adolphus
adommo,1,1,adommo
adon,3,1,adon
adonai,14,2,adonai
adonais,1,1,adonais
adonal,1,1,adonal
adondo,6,1,adondo
adoniram,1,1,adoniram
adonis,14,4,adonis
adonises,1,1,adonises
adopt,65,7,adopt
adopted,119,8,adopted
adopting,18,5,adopting
adoption,23,6,adoption
adopts,11,4,adopts
ador,1,1,ador
adorable,10,4,adorable
adoration,28,6,adoration
adore,32,7,adore
adored,27,5,adored
adorer,1,1,adorer
adorers,2,2,adorers
adores,3,2,adores
adoring,14,4,adoring
adoringly,2,2,adoringly
adorn,28,6,adorn
adorned,74,6,adorned
adorning,10,5,adorning
adornings,3,1,adornings
adornment,34,5,adornment
adorns,3,2,adorns
adout,1,1,adout
adown,26,4,adown
adrastus,1,1,adrastus
adread,1,1,adread
adria,2,1,adria
adrian,14,3,adrian
adriatic,4,2,adriatic
adrift,58,5,adrift
adrinking,1,1,adrinking
adroit,9,4,adroit
adroitly,12,4,adroitly
adroop,7,2,adroop
adsum,1,1,adsum
adulation,13,3,adulation
adulators,1,1,adulators
adullum,1,1,adullum
adult,20,3,adult
adulterer,7,4,adulterer
adultery,7,2,adultery
adulthood,1,1,adulthood
adults,9,3,adults
advance,305,8,advance
advanced,366,8,advanced
advancer,1,1,advancer
advances,58,6,advances
advancing,167,8,advancing
advantage,314,8,advantage
advent,28,6,advent
adventive,1,1,adventive
advents,1,1,advents
adventure,174,8,adventure
adverb,1,1,adverb
adverbial,1,1,adverbial
adverbs,2,1,adverbs
adversary,57,5,adversary
adverse,17,6,adverse
adversely,5,2,adversely
adversion,1,1,adversion
adversity,22,5,adversity
advert,2,1,advert
adverted,3,2,adverted
adverting,1,1,adverting
advertise,9,2,advertise
advice,198,8,advice
advices,3,2,advices
advisable,25,8,advisable
advise,45,8,advise
advised,78,8,advised
advisedly,1,1,advisedly
adviser,13,6,adviser
advisers,5,3,advisers
advises,5,3,advises
advising,13,7,advising
advocacy,2,2,advocacy
advocate,20,6,advocate
advocated,6,3,advocated
advocates,6,3,advocates
advowsons,1,1,advowsons
adyta,2,1,adyta
adze,1,1,adze
adzooks,1,1,adzooks
aegean,1,1,aegean
aegipan,1,1,aegipan
aegipans,1,1,aegipans
aegis,2,1,aegis
aegypt,1,1,aegypt
aeneas,8,5,aeneas
aeneid,2,1,aeneid
aenid,1,1,aenid
aeolian,6,4,aeolian
aeon,2,1,aeon
aeons,1,1,aeons
aeorai,1,1,aeorai
aerated,3,3,aerated
aerial,31,6,aerial
aerolite,3,1,aerolite
aeroliths,1,1,aeroliths
aeronaut,1,1,aeronaut
aeschylos,1,1,aeschylos
aeschylus,7,2,aeschylus
aesop,1,1,aesop
aesthete,1,1,aesthete
aesthetic,37,4,aesthetic
aeterna,1,1,aeterna
aeternum,1,1,aeternum
aetion,1,1,aetion
aetna,1,1,aetna
afar,157,8,afar
afasting,1,1,afasting
afeard,31,6,afeard
afeared,5,2,afeared
affable,26,6,affable
affably,6,5,affably
affair,403,8,affair
affaire,1,1,affaire
affaires,1,1,affaires
affairs,310,8,affairs
affect,78,8,affect
affected,276,8,affected
affecting,38,6,affecting
affection,273,7,affection
affects,25,6,affects
affianced,9,3,affianced
affidavit,7,2,affidavit
affinity,20,6,affinity
affirm,52,6,affirm
affirmed,93,6,affirmed
affirming,18,4,affirming
affirms,6,3,affirms
affix,3,1,affix
affixed,10,4,affixed
affixes,1,1,affixes
affixing,2,2,affixing
afflatus,2,2,afflatus
afflict,17,6,afflict
afflicted,59,6,afflicted
afflicts,1,1,afflicts
affluence,11,6,affluence
affluent,13,3,affluent
affly,1,1,affly
afford,155,8,afford
afforded,89,7,afforded
affording,36,7,affording
affords,28,6,affords
affray,12,4,affray
affrays,2,1,affrays
affright,25,5,affright
affrights,3,1,affrights
affront,24,5,affront
affronted,3,2,affronted
affronts,6,2,affronts
afghan,4,2,afghan
afield,9,5,afield
afire,16,2,afire
aflame,14,5,aflame
aflash,1,1,aflash
afloat,109,6,afloat
afoam,1,1,afoam
afoot,16,4,afoot
afore,32,5,afore
aforesaid,43,5,aforesaid
aforetime,8,1,aforetime
afoul,2,1,afoul
afraid,853,8,afraid
afrehitoo,7,1,afrehitoo
afresh,40,5,afresh
afric,5,2,afric
africa,107,6,africa
african,73,7,african
africans,7,2,africans
afriky,1,1,afriky
aftah,2,1,aftah
after,7903,8,after
afterdeck,1,1,afterdeck
afterglow,5,2,afterglow
afterlife,1,1,afterlife
aftermath,5,2,aftermath
aftermost,1,1,aftermost
afternoon,661,8,afternoon
afters,1,1,afters
afterward,331,6,afterward
afterwit,1,1,afterwit
afterwits,1,1,afterwits
afterword,1,1,afterword
aftur,2,1,aftur
afur,3,1,afur
again,6022,8,again
againe,5,2,againe
agains,1,1,agains
against,2999,8,against
agallop,1,1,agallop
agamemnon,11,4,agamemnon
agape,1,1,agape
agapo,1,1,agapo
agassiz,2,2,agassiz
agate,9,4,agate
agates,1,1,agates
agatha,64,2,agatha
aged,322,8,aged
agee,1,1,agee
ageen,1,1,ageen
ageing,3,2,ageing
agelong,2,1,agelong
agen,1,1,agen
agenarian,1,1,agenarian
agenbite,7,1,agenbite
agenbuyer,2,1,agenbuyer
agencies,22,6,agencies
agency,58,6,agency
agenda,1,1,agenda
agendath,14,1,agendath
agent,176,8,agent
agents,43,7,agents
ages,500,8,ages
agesilaus,1,1,agesilaus
aggravate,9,3,aggravate
aggregate,38,4,aggregate
aggressor,2,2,aggressor
aggrieved,14,3,aggrieved
aghast,42,6,aghast
aghostina,1,1,aghostina
agile,13,5,agile
agility,21,7,agility
agin,68,4,agin
agincourt,7,5,agincourt
aging,5,3,aging
aginst,1,1,aginst
agissait,2,1,agissait
agitate,4,2,agitate
agitated,73,8,agitated
agitatest,1,1,agitatest
agitating,6,3,agitating
agitation,86,6,agitation
agitator,3,3,agitator
agitators,4,2,agitators
agla,2,1,agla
aglitter,1,1,aglitter
aglovale,3,1,aglovale
aglow,21,6,aglow
aglowing,1,1,aglowing
agnano,1,1,agnano
agnathia,1,1,agnathia
agnello,1,1,agnello
agnes,10,2,agnes
agnew,1,1,agnew
agnolo,1,1,agnolo
agnostic,1,1,agnostic
agnostics,4,1,agnostics
agnus,2,2,agnus
agog,5,3,agog
agoing,2,2,agoing
agone,14,4,agone
agonia,2,1,agonia
agonies,21,5,agonies
agonise,1,1,agonise
agonised,3,2,agonised
agonising,4,2,agonising
agonistes,1,1,agonistes
agonize,1,1,agonize
agonized,16,6,agonized
agonizing,23,6,agonizing
agony,187,8,agony
agora,1,1,agora
agosh,1,1,agosh
agra,6,1,agra
agrarian,4,2,agrarian
agravaine,4,1,agravaine
agree,108,8,agree
agreeable,162,7,agreeable
agreeably,21,4,agreeably
agreed,209,8,agreed
agreeing,14,6,agreeing
agreement,37,8,agreement
agrees,9,4,agrees
agrin,1,1,agrin
agrippa,8,3,agrippa
agrivance,1,1,agrivance
aground,16,4,aground
aguano,1,1,aguano
ague,13,5,ague
aguecheek,1,1,aguecheek
agueish,1,1,agueish
agues,4,2,agues
aguish,4,2,aguish
agulhas,1,1,agulhas
agus,2,1,agus
agwisance,1,1,agwisance
agwyne,2,1,agwyne
agyros,1,1,agyros
ahab,522,3,ahab
ahabs,1,1,ahabs
ahahui,1,1,ahahui
aham,2,1,aham
ahasuerus,4,2,ahasuerus
ahaz,1,1,ahaz
ahbeesee,1,1,ahbeesee
ahead,368,7,ahead
aheah,1,1,aheah
aheating,1,1,aheating
aheharar,1,1,aheharar
ahem,24,5,ahem
aherlow,1,1,aherlow
ahhhh,1,1,ahhhh
ahhkkk,1,1,ahhkkk
ahkoond,1,1,ahkoond
ahloo,6,1,ahloo
ahmed,1,1,ahmed
aholt,2,2,aholt
ahome,1,1,ahome
ahoy,39,5,ahoy
ahumming,1,1,ahumming
ahunger,1,1,ahunger
ahydos,1,1,ahydos
aide,6,3,aide
aided,37,7,aided
aides,5,3,aides
aidful,1,1,aidful
aidges,1,1,aidges
aiding,8,5,aiding
aidless,2,1,aidless
aids,16,5,aids
aient,1,1,aient
aigulette,1,1,aigulette
aiii,1,1,aiii
aiken,1,1,aiken
ailed,6,3,ailed
ailesbury,1,1,ailesbury
aileth,4,1,aileth
ailin,1,1,ailin
ailing,14,3,ailing
ailings,1,1,ailings
ailment,7,5,ailment
ailments,8,7,ailments
ails,13,5,ails
ailsa,1,1,ailsa
ailstone,1,1,ailstone
aimata,1,1,aimata
aimed,33,7,aimed
aiming,21,6,aiming
aimless,28,7,aimless
aimlessly,34,7,aimlessly
aims,34,7,aims
aimwell,1,1,aimwell
aina,3,1,aina
ainch,1,1,ainch
ainsi,2,2,ainsi
ainslie,1,1,ainslie
ainsworth,1,1,ainsworth
aint,32,4,aint
aira,25,1,aira
aired,8,5,aired
aires,1,1,aires
airhole,1,1,airhole
airier,5,2,airier
airiest,12,3,airiest
airily,17,6,airily
airiness,2,1,airiness
airing,20,5,airing
airings,1,1,airings
airless,2,2,airless
airley,2,1,airley
airs,96,7,airs
airslits,1,1,airslits
airth,3,2,airth
airy,148,6,airy
aisance,1,1,aisance
aisle,62,7,aisle
aisles,49,5,aisles
aissa,80,1,aissa
aisy,2,1,aisy
aitch,1,1,aitch
aitcha,1,1,aitcha
aiulella,1,1,aiulella
ajalon,2,1,ajalon
ajar,46,7,ajar
ajax,7,3,ajax
ajoute,1,1,ajoute
akasic,2,1,akasic
akeled,1,1,akeled
akenside,1,1,akenside
aker,1,1,aker
akim,1,1,akim
akimbo,16,5,akimbo
akin,73,7,akin
akish,1,1,akish
aklo,3,1,aklo
aksa,1,1,aksa
alabama,21,2,alabama
alabaster,17,6,alabaster
alack,22,5,alack
alacoque,1,1,alacoque
alacrity,66,7,alacrity
aladdin,18,3,aladdin
alae,1,1,alae
alain,1,1,alain
alaki,2,1,alaki
alameda,19,2,alameda
alan,44,1,alan
alanna,1,1,alanna
alanno,5,1,alanno
alarics,1,1,alarics
alarm,234,8,alarm
alarmed,104,8,alarmed
alarmedly,6,1,alarmedly
alarming,42,5,alarming
alarmist,2,1,alarmist
alarmists,2,1,alarmists
alarms,17,3,alarms
alarum,6,4,alarum
alarums,1,1,alarums
alas,293,8,alas
alaska,5,2,alaska
alaskan,2,2,alaskan
alassin,1,1,alassin
alba,2,1,alba
alban,3,2,alban
albans,3,2,albans
albany,23,6,albany
albatross,23,4,albatross
albeit,35,7,albeit
albemarle,14,2,albemarle
albergo,9,1,albergo
alberigo,1,1,alberigo
albert,29,6,albert
alberta,2,1,alberta
albertus,3,2,albertus
albicore,3,1,albicore
albicores,3,1,albicores
albinism,2,1,albinism
albino,13,3,albino
albinos,2,2,albinos
albion,8,3,albion
albs,1,1,albs
album,10,5,album
albumen,1,1,albumen
albums,8,2,albums
albury,2,1,albury
alcalde,6,1,alcalde
alcaldes,1,1,alcaldes
alceste,1,1,alceste
alchemist,7,4,alchemist
alchemy,9,3,alchemy
alchimiae,1,1,alchimiae
alchymist,2,1,alchymist
alcides,1,1,alcides
alcohol,9,5,alcohol
alcoholic,4,3,alcoholic
alcon,1,1,alcon
alcott,1,1,alcott
alcove,15,5,alcove
alcoved,1,1,alcoved
alcoves,15,4,alcoves
aldebaran,7,3,aldebaran
alder,2,2,alder
alderman,21,4,alderman
aldermen,18,3,aldermen
alderney,1,1,alderney
alders,1,1,alders
alderson,2,2,alderson
aldie,6,1,aldie
aldina,3,1,aldina
aldrich,1,1,aldrich
aldus,1,1,aldus
aleak,1,1,aleak
alec,3,1,alec
aleck,6,1,aleck
aled,1,1,aled
alee,3,2,alee
aleel,1,1,aleel
aleema,34,1,aleema
alegria,1,1,alegria
alehouse,2,1,alehouse
alehouses,1,1,alehouses
alemates,1,1,alemates
alembert,2,2,alembert
alembic,1,1,alembic
alembics,1,1,alembics
aleph,4,1,aleph
aleppo,1,1,aleppo
alert,87,6,alert
alertest,1,1,alertest
alertly,1,1,alertly
alertness,11,5,alertness
ales,2,1,ales
alevats,1,1,alevats
alewives,2,1,alewives
alex,1,1,alex
alexander,73,8,alexander
alexandra,4,3,alexandra
alexandro,18,1,alexandro
alexis,1,1,alexis
alfabet,1,1,alfabet
alferez,1,1,alferez
alfonso,1,1,alfonso
alfred,48,6,alfred
alfuro,7,1,alfuro
alfuros,2,1,alfuros
algarrobe,1,1,algarrobe
algate,1,1,algate
algebra,10,3,algebra
algebraic,1,1,algebraic
algeciras,2,1,algeciras
algerian,1,1,algerian
algerine,3,1,algerine
algerines,1,1,algerines
algernon,280,4,algernon
algiers,9,4,algiers
algy,24,2,algy
alhambra,8,3,alhambra
alhazred,8,1,alhazred
alias,18,4,alias
aliases,1,1,aliases
alibi,5,3,alibi
alibis,1,1,alibis
alicant,2,2,alicant
alice,1072,6,alice
alicui,1,1,alicui
alien,111,6,alien
alienage,6,1,alienage
alienate,5,2,alienate
alienated,8,4,alienated
alienist,1,1,alienist
alienists,12,1,alienists
aliens,6,3,aliens
alighieri,4,2,alighieri
alight,32,7,alight
alighted,48,7,alighted
alighting,17,6,alighting
alights,3,3,alights
aligned,2,2,aligned
alike,245,8,alike
aliment,5,3,aliment
aliments,1,1,aliments
alimony,1,1,alimony
aliq,1,1,aliq
aliquid,1,1,aliquid
aliquot,1,1,aliquot
alisande,9,1,alisande
alit,2,1,alit
alive,530,8,alive
alkali,24,3,alkali
alkaline,2,2,alkaline
alla,8,3,alla
allah,19,4,allah
allahabad,10,1,allahabad
allan,13,6,allan
allandale,1,1,allandale
allant,2,1,allant
allaowed,1,1,allaowed
allatoona,1,1,allatoona
allay,18,5,allay
allayed,8,4,allayed
allaying,4,3,allaying
allayings,1,1,allayings
allays,1,1,allays
allbright,14,2,allbright
alle,2,1,alle
alledged,3,1,alledged
allee,1,1,allee
allege,1,1,allege
alleged,67,6,alleged
alleghany,1,1,alleghany
alleging,7,4,alleging
allegings,1,1,allegings
allegoric,4,1,allegoric
allegory,19,6,allegory
allegra,1,1,allegra
allegro,2,1,allegro
alleled,1,1,alleled
alleluia,10,2,alleluia
allen,75,6,allen
aller,3,1,aller
alles,1,1,alles
alleviate,6,2,alleviate
alley,64,5,alley
alleying,1,1,alleying
alleyn,1,1,alleyn
alleyne,29,1,alleyne
alleys,58,7,alleys
alleyway,11,1,alleyway
allez,4,2,allez
allfather,2,1,allfather
allfours,3,1,allfours
allhorse,1,1,allhorse
alliance,26,6,alliance
alliances,5,3,alliances
allied,24,7,allied
allies,13,4,allies
alligator,38,5,alligator
allingham,2,2,allingham
allistoun,34,1,allistoun
allmoist,1,1,allmoist
allonby,159,1,allonby
allong,1,1,allong
allons,1,1,allons
allot,3,3,allot
allotment,2,2,allotment
allotted,34,6,allotted
allotting,3,2,allotting
allover,1,1,allover
allow,338,8,allow
allowable,15,4,allowable
allowance,55,7,allowance
alloway,8,2,alloway
allowed,486,8,allowed
allowing,66,7,allowing
allows,26,5,allows
alloy,11,4,alloy
alloyed,1,1,alloyed
alloys,1,1,alloys
allpox,1,1,allpox
allround,1,1,allround
alls,4,2,alls
allseeing,1,1,allseeing
allsop,2,1,allsop
allston,2,1,allston
allude,35,7,allude
alluded,98,8,alluded
alludes,13,5,alludes
alluding,41,7,alluding
allure,7,3,allure
allured,10,3,allured
allures,4,2,allures
alluring,21,6,alluring
allurings,2,1,allurings
allus,5,1,allus
allusion,92,8,allusion
allusions,55,7,allusions
allusive,1,1,allusive
alluvia,1,1,alluvia
alluvial,14,4,alluvial
alluvian,1,1,alluvian
alluvion,1,1,alluvion
alluvium,1,1,alluvium
allwise,1,1,allwise
allwisest,1,1,allwisest
allwool,1,1,allwool
ally,23,6,ally
alma,104,6,alma
almanac,22,4,almanac
almanack,1,1,almanack
almanacs,6,3,almanacs
